,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
436,"The Buffalo Runners, A tale of the Red River Plains",,8,0.174846,Neither,354,319,238,446,293,381,194,424,834,791,94981,0.37270612,0.335856645,0.250576431,0.469567598,0.308482749,0.401132858,0.204251377,0.44640507,1.605584,1.183394574
438,The Californians,,21,0.240795,Neither,345,324,253,416,334,376,215,453,851,869,89535,0.385324175,0.36186966,0.282571062,0.464622773,0.373038477,0.419947507,0.240129558,0.505947395,1.745686,1.287764561
439,The Capsina An Historical Novel,,0,0.039656,Neither,361,330,255,462,298,374,211,432,936,810,123181,0.293064677,0.267898458,0.207012445,0.375057842,0.241920426,0.303618253,0.171292651,0.350703436,1.288348,0.922220148
440,The Carbonels,,6,0.17646,Neither,275,224,206,322,219,272,133,337,634,607,57588,0.477530041,0.388969924,0.357713413,0.559144266,0.38028756,0.472320622,0.230950893,0.585191359,2.005626,1.446481906
441,The Cardinal s Snuff Box,,17,0.23777,Neither,241,288,197,306,280,289,178,380,662,741,53212,0.45290536,0.541231301,0.370217244,0.575058258,0.526197098,0.543110577,0.334511013,0.714124634,2.258889,1.798466511
442,The Career of Claudia,,1,0.211989,Neither,257,241,174,290,232,287,149,315,616,622,57216,0.449175056,0.42121085,0.304110738,0.50685123,0.405480984,0.501607942,0.260416667,0.550545302,1.926035,1.473364094
443,The Carved Cupboard,,29,0.228255,Neither,230,235,169,267,211,270,129,292,559,562,51722,0.444685047,0.454352113,0.326746839,0.516221337,0.407950195,0.522021577,0.249410309,0.564556668,1.945014,1.540930358
444,A Bicycle of Cathay,,10,0.404215,Neither,155,181,108,199,180,186,110,245,381,487,52180,0.297048678,0.346876198,0.206975853,0.381372173,0.344959755,0.356458413,0.210808739,0.469528555,1.441165,1.172863166
446,The Carved Lions,,0,0.271026,Neither,132,140,94,146,144,168,79,188,317,347,41256,0.319953461,0.33934458,0.227845647,0.353887919,0.34904014,0.407213496,0.191487299,0.455691293,1.442214,1.20224937
447,The Castle Inn,,27,-0.057235,Neither,414,322,295,485,290,409,208,410,1015,802,111850,0.370138578,0.287885561,0.263746089,0.433616451,0.259275816,0.365668306,0.185963344,0.36656236,1.512740,1.020116227
450,The Chevalier d Auriac,,0,-0.012624,Neither,301,256,222,384,212,313,159,341,726,611,83101,0.362209841,0.308058868,0.2671448,0.462088302,0.25511125,0.3766501,0.191333438,0.410344039,1.537888,1.095053008
451,The Children of the King,,4,0.319214,Neither,219,242,162,275,218,253,146,305,563,599,61635,0.355317596,0.392634055,0.262837673,0.446175063,0.353695141,0.410481058,0.236878397,0.494848706,1.654904,1.297963819
452,The Christian A Story,,20,0.161452,Bestsellers,515,430,395,634,392,548,262,567,1273,1037,203581,0.252970562,0.211218139,0.194025965,0.311423954,0.19255235,0.269180326,0.128695703,0.278513221,1.079669,0.758911686
453,The Chronicles of Count Antonio,,9,-0.039608,Neither,213,213,149,298,190,256,118,273,530,487,64486,0.330304252,0.330304252,0.231057904,0.462115808,0.294637596,0.396985392,0.182985454,0.423347703,1.501101,1.150637348
455,The Courtship of Morrice Buckler A Romance,,11,-0.008026,Neither,355,320,249,425,251,384,194,386,920,749,97269,0.364967256,0.328984569,0.255991117,0.43693263,0.258047271,0.394781482,0.199446895,0.396837636,1.515385,1.120603687
456,A Modern Mercenary,,1,0.053846,Neither,360,290,243,445,248,365,182,386,845,721,69212,0.520141016,0.419002485,0.351095186,0.642952089,0.358319367,0.527365197,0.26296018,0.557706756,2.135468,1.504074438
457,The Coxswain s Bride,,4,0.207221,Neither,244,270,176,333,251,301,141,330,628,650,52426,0.465417922,0.515011635,0.335711288,0.635181017,0.478770076,0.574142601,0.268950521,0.629458666,2.184031,1.718612902
458,The Crack of Doom,,17,-0.018849,Neither,269,251,200,352,203,285,148,306,634,606,39811,0.675692648,0.630479013,0.502373716,0.88417774,0.509909322,0.715882545,0.37175655,0.768631785,2.943910,2.114993344
459,The Crime and the Criminal,,24,0.082048,Neither,316,293,222,388,246,321,193,387,771,742,108795,0.290454525,0.269313847,0.204053495,0.356634036,0.226113332,0.295050324,0.177397858,0.355714877,1.254653,0.920079048
460,The Crisis ,,716,0.109071,Neither,470,402,329,560,371,472,242,579,1132,1048,171508,0.274039695,0.234391399,0.191827786,0.326515381,0.21631644,0.275205821,0.14110129,0.337593582,1.149801,0.847190802
461,The Crooked Stick Or Pollie s Probation,,2,0.273062,Neither,326,339,239,445,313,375,197,467,827,909,63319,0.514853362,0.535384324,0.377453845,0.702790632,0.494322399,0.592239296,0.311123044,0.737535337,2.400543,1.865158957
462,The Crown of Life,,22,0.295948,Neither,414,398,314,509,359,459,222,532,1026,1005,122265,0.33860876,0.325522431,0.256819204,0.416308837,0.293624504,0.37541406,0.181572813,0.435120435,1.486934,1.136056926
463,The Cruise of the Cachalot Round the World After Sperm Whales,,0,0.178492,Neither,430,360,314,544,316,466,230,462,1109,934,115139,0.373461642,0.312665561,0.27271385,0.472472403,0.274450881,0.404728198,0.199758553,0.401254136,1.592857,1.118647895
464,The Cruise of the Esmeralda,,0,0.54597,Neither,344,336,225,429,295,353,212,440,855,858,106746,0.322260319,0.314765893,0.210780732,0.401888595,0.27635696,0.330691548,0.19860229,0.412193431,1.409889,1.057650872
465,The Crystal Hunters A Boy s Adventures in the Higher Alps,,5,0.10088,Neither,227,242,172,318,200,267,153,271,631,526,109903,0.206545772,0.220194171,0.156501642,0.28934606,0.181978654,0.242941503,0.13921367,0.246581076,0.973586,0.70971675
466,The Dash for Khartoum A Tale of the Nile Expedition,,0,0.169803,Neither,339,279,224,402,237,319,163,381,750,679,137182,0.247116969,0.203379452,0.163286729,0.293041361,0.172763191,0.232537797,0.118820253,0.27773323,0.995029,0.713650479
468,The Datchet Diamonds,,42,0.136553,Neither,247,225,180,290,186,256,140,305,589,569,54807,0.450672359,0.410531501,0.328425201,0.529129491,0.339372708,0.467093619,0.255441823,0.556498258,1.903042,1.434123378
470,The Daughters of Danaus,,43,0.128511,Neither,547,452,394,634,410,570,272,590,1321,1157,159124,0.34375707,0.284055202,0.247605641,0.398431412,0.257660692,0.358211206,0.170935874,0.370780021,1.418391,1.013046429
474,The Dingo Boys The Squatters of Wallaby Range,,2,-0.086111,Neither,251,226,170,323,181,248,143,254,578,489,68556,0.366124045,0.329657506,0.24797246,0.471147675,0.264017737,0.36174806,0.208588599,0.370500029,1.557851,1.061905595
475,The Doctor his Wife and the Clock,,0,-0.209555,Neither,146,159,89,222,114,168,101,192,337,313,16611,0.878935645,0.957197038,0.535789537,1.336463789,0.686292216,1.011378003,0.608030823,1.155860574,4.045512,3.124435615
476,The Doings of Raffles Haw,,173,0.289815,Neither,181,221,140,242,203,211,135,299,478,552,38565,0.469337482,0.573058473,0.363023467,0.627511993,0.526384027,0.547128225,0.350058343,0.775314404,2.336315,1.895501102
477,The Doomswoman An Historical Romance of Old California,,9,0.168139,Neither,305,263,216,366,267,301,166,347,689,694,50962,0.598485146,0.516070798,0.423845218,0.718182175,0.523919783,0.59063616,0.325732899,0.680899494,2.590165,1.787606452
478,A Monk of Fife,,9,0.115095,Neither,279,243,206,343,223,286,142,340,673,584,105397,0.264713417,0.230556847,0.195451483,0.325436208,0.211580975,0.271354972,0.134728692,0.322589827,1.131911,0.824501646
479,The Drummer s Coat,,0,-0.03482,Neither,132,152,106,202,141,182,92,196,380,365,40678,0.32449973,0.373666355,0.260583116,0.49658292,0.346624711,0.447416294,0.226166478,0.481832932,1.654457,1.302915581
480,The Duke of Stockbridge A Romance of Shays Rebellion,,13,0.004993,Neither,448,362,318,526,320,435,219,496,1025,920,108268,0.413788008,0.334355488,0.293715595,0.485831455,0.295562863,0.401780766,0.202275834,0.458122437,1.691174,1.194258691
481,The Eagle s Heart,,3,0.165397,Neither,345,285,242,419,278,341,189,395,814,745,82539,0.417984226,0.345291317,0.293194732,0.507638813,0.336810477,0.413138032,0.228982663,0.47856165,1.784611,1.236990998
482,The Ebb Tide A Trio And Quartette,,335,-0.075254,Canonical novels,293,237,221,360,213,288,149,295,709,575,48504,0.604073891,0.488619495,0.455632525,0.742206828,0.43913904,0.593765463,0.307191159,0.608197262,2.548243,1.69058222
483,The Empire Makers A Romance of Adventure and War in South Africa,,0,0.130299,Neither,424,348,343,569,320,441,221,468,1046,906,87119,0.486690619,0.399453621,0.393714345,0.653129627,0.367313674,0.506204158,0.253676006,0.537196249,2.154524,1.442854027
485,The Exploits of Brigadier Gerard,,428,0.016658,Neither,308,254,206,383,201,283,158,348,689,601,75369,0.408656079,0.337008584,0.273321923,0.508166488,0.266687896,0.375485942,0.209635261,0.461728297,1.666468,1.174222824
486,The Eye of Istar A Romance of the Land of No Return,,1,-0.093207,Neither,404,352,302,573,303,427,220,428,992,860,111866,0.361146372,0.314662185,0.269965852,0.512219977,0.270859779,0.381706685,0.196663866,0.382600611,1.610856,1.078969481
487,The Face and the Mask,,6,0.143192,Neither,309,293,211,395,258,333,195,393,742,732,72103,0.428553597,0.406363119,0.292636922,0.547827414,0.35782145,0.461839313,0.270446445,0.545053604,1.897286,1.413256037
488,The Family at Misrule,,0,0.110134,Neither,239,213,180,287,216,279,129,279,597,535,54373,0.439556397,0.391738547,0.331046659,0.527835507,0.397255991,0.513122322,0.237250106,0.513122322,1.932945,1.41798319
489,A Nest of Linnets,,2,0.378404,Neither,362,339,243,403,336,364,213,473,834,911,114301,0.31670764,0.296585332,0.212596565,0.352577843,0.293960683,0.318457406,0.186350076,0.413819652,1.362193,1.02886239
491,The Field of Clover,,11,0.169785,Neither,92,120,62,132,131,120,74,148,223,261,20722,0.44397259,0.579094682,0.299198919,0.63700415,0.632178361,0.579094682,0.357108387,0.714216774,2.369462,1.872406138
493,The Firebrand ,,2,0.150016,Neither,458,387,346,584,350,437,236,577,1114,1023,142045,0.322433032,0.272448872,0.243584779,0.411137316,0.246400788,0.307648984,0.166144532,0.4062093,1.389700,0.986307156
494,The First Men in the Moon,,12417,-0.05678,Canonical novels,276,260,205,383,202,300,157,310,772,634,69503,0.397105161,0.374084572,0.294951297,0.55105535,0.290634937,0.431636044,0.22588953,0.446023913,1.759636,1.251744529
495,The Flight of the Shadow,,128,0.046302,Neither,290,244,215,377,202,320,145,336,692,592,66883,0.433592991,0.364816172,0.321456872,0.563670888,0.302019945,0.478447438,0.216796495,0.50236981,1.837537,1.34563342
496,The Flower of Forgiveness,,2,0.119573,Neither,368,331,288,468,295,397,198,477,935,866,82735,0.444793618,0.400072521,0.348099353,0.565661449,0.356560102,0.479845289,0.239318305,0.576539554,1.954433,1.456457364
497,The Forbidden Room Mine Answer was my Deed,,1,0.070781,Neither,248,248,199,316,232,264,154,294,601,602,50673,0.489412508,0.489412508,0.392714069,0.62360626,0.457837507,0.520987508,0.30390938,0.580190634,2.267480,1.59059065
498,The Forest Lovers,,0,0.156367,Neither,330,334,254,439,305,355,197,446,829,797,98734,0.334231369,0.338282658,0.257256872,0.444629003,0.308910811,0.359551927,0.199525999,0.451718759,1.544554,1.149553345
499,The Fourth Generation,,1,0.07069,Neither,290,248,216,361,234,343,154,372,725,706,87147,0.332771065,0.284576635,0.247857069,0.414242602,0.268511825,0.393587846,0.17671291,0.426864952,1.440095,1.105029433
500,A Pirate of the Caribbees,,22,0.1864,Neither,346,289,245,456,233,345,194,342,838,677,86425,0.400347122,0.334393983,0.283482789,0.527625108,0.269597917,0.399190049,0.224472086,0.395718831,1.705525,1.129302864
501,The Gadfly,,8400,-0.047326,Neither,409,323,322,480,301,445,187,445,985,801,103147,0.396521469,0.313145317,0.312175827,0.46535527,0.291816534,0.431423115,0.181294657,0.431423115,1.647164,1.175991546
502,The Garden of Swords,,1,-0.013694,Bestsellers,243,238,167,330,228,275,149,298,612,527,71367,0.340493505,0.333487466,0.234001709,0.462398588,0.319475388,0.385332156,0.208779968,0.417559937,1.565149,1.136379559
503,The Gateless Barrier,,13,0.334024,Neither,345,341,262,440,321,391,196,472,886,919,65522,0.526540704,0.520435884,0.399865694,0.671530173,0.489911785,0.596746131,0.299136168,0.720368731,2.386985,1.837550746
504,The Gathering of Brother Hilarius,,0,0.006867,Neither,168,159,138,217,163,213,79,202,416,381,27684,0.606848721,0.574338968,0.498482878,0.783846265,0.588787747,0.769397486,0.285363387,0.729663343,2.763329,2.073399798
505,The Gentleman from Indiana,,103,0.192165,Neither,369,371,252,456,338,415,223,465,943,931,105122,0.351020719,0.35292327,0.239721466,0.433781701,0.321531173,0.394779399,0.212134472,0.442343182,1.558190,1.190045851
506,The Girl at Cobhurst,,2,0.530542,Neither,214,267,152,261,268,244,150,376,566,718,113402,0.188709194,0.235445583,0.134036437,0.230154671,0.236327402,0.215163754,0.132272799,0.331563817,0.921501,0.782173154
507,The Girls and I A Veracious History,,0,0.16637,Neither,95,115,79,101,106,110,74,136,242,261,42525,0.223398001,0.270429159,0.185773075,0.237507349,0.249265138,0.25867137,0.174015285,0.319811875,1.069959,0.848912404
508,The Girls of St Wode's,,0,0.268511,Neither,247,257,197,307,242,286,144,327,607,645,87562,0.282085836,0.293506316,0.22498344,0.350608712,0.276375597,0.326625705,0.164454901,0.37344967,1.298508,0.993581691
509,The God in the Car A Novel,,1,0.130737,Neither,301,278,200,375,258,327,174,355,736,684,72368,0.415929693,0.38414769,0.276365244,0.518184833,0.356511165,0.451857174,0.240437763,0.490548309,1.807429,1.326553173
510,The Gold Stealers A Story of Waddy,,0,-0.016165,Neither,394,311,273,462,271,380,199,398,924,752,73684,0.534715813,0.422072634,0.370501059,0.627001791,0.367786765,0.515715759,0.2700722,0.5401444,2.170078,1.477932794
511,A Practical Novelist,,0,0.113629,Neither,199,204,140,221,172,202,117,248,470,475,27545,0.722454166,0.740606281,0.508259212,0.802323471,0.624432746,0.733345435,0.424759484,0.90034489,3.082229,2.374296606
513,The Golden Age,,1,0.143853,Neither,276,259,209,333,233,289,149,310,663,627,37182,0.742294659,0.696573611,0.562099941,0.895594643,0.626647302,0.777257813,0.400731537,0.833736754,3.227368,2.307568178
514,The Golden Rock,,1,-0.194816,Neither,378,306,261,483,244,369,201,346,899,682,98641,0.383207794,0.310215833,0.264595858,0.489654403,0.247361645,0.374083799,0.203769224,0.350766922,1.588589,1.035066554
515,The Great Cattle Trail,,5,-0.007874,Neither,214,233,132,307,169,221,164,253,538,502,53539,0.399708624,0.435196772,0.246549244,0.573413773,0.315657745,0.412783205,0.306318758,0.472552719,1.841648,1.320532696
517,The Great War in England in 1897,,12,-0.522304,Neither,338,291,212,449,224,323,184,384,785,703,97201,0.347733048,0.299379636,0.218104752,0.461929404,0.230450304,0.332301108,0.189298464,0.395057664,1.447516,1.026738408
518,The Great White Queen A Tale of Treasure and Treason,,37,-0.156699,Neither,413,319,291,536,292,392,207,407,938,788,90610,0.455799581,0.352058272,0.321156605,0.591546187,0.322260236,0.432623331,0.228451606,0.449177795,1.919214,1.233859397
519,The Greater Inclination,,119,0.111536,Neither,255,294,189,321,245,313,168,375,680,698,55813,0.456882805,0.526758999,0.338630785,0.575134825,0.438965832,0.560801247,0.301005142,0.671886478,2.110619,1.759446724
520,The Green Carnation,,150,0.277603,Neither,205,239,177,258,249,247,135,329,564,649,43363,0.472753269,0.551161128,0.408182091,0.594977285,0.574222263,0.569610036,0.311325323,0.758711344,2.361460,1.879482508
521,The Grey Lady,,0,0.233693,Neither,250,288,192,316,245,309,153,393,670,733,69921,0.357546374,0.411893423,0.274595615,0.451938616,0.350395446,0.441927318,0.218818381,0.5620629,1.653294,1.41588364
522,A Protegee of Jack Hamlin's,,4,0.251052,Neither,293,287,212,342,274,316,181,407,721,758,56389,0.519604887,0.508964514,0.37595985,0.606501268,0.485910373,0.560392984,0.320984589,0.721771977,2.308961,1.791129476
523,The Grey Man,,18,0.022617,Neither,397,291,281,492,264,353,193,411,918,743,127653,0.31099935,0.22796174,0.220128003,0.385419849,0.206810651,0.276530908,0.15119112,0.321966581,1.274549,0.826459229
524,The Grim House,,0,0.292959,Neither,197,245,141,260,197,237,142,280,519,559,62048,0.317496132,0.394855596,0.227243424,0.419030428,0.317496132,0.381962352,0.22885508,0.451263538,1.510121,1.228081485
526,The Half Hearted,,58,0.109047,Neither,388,318,278,478,305,408,193,465,1007,870,93316,0.415791504,0.340777573,0.297912469,0.512237987,0.326846414,0.437224056,0.206824124,0.498306828,1.759612,1.276308457
527,The Harlequin Opal,,2,0.033468,Neither,439,383,320,554,331,441,224,490,1051,940,150676,0.291353633,0.254187794,0.212376224,0.367676339,0.219676657,0.292680984,0.148663357,0.325201094,1.239746,0.872069872
528,The Heart s Highway A Romance of Virginia in the Seventeenth Century,,0,0.273684,Neither,318,256,219,362,232,293,133,336,736,663,75074,0.423582066,0.340996883,0.291712177,0.482190905,0.309028425,0.390281589,0.177158537,0.447558409,1.683672,1.178836881
529,The Heart of Princess Osra,,120,0.259764,Neither,242,231,163,287,222,259,136,279,551,533,62919,0.384621497,0.367138702,0.25906324,0.456142024,0.352834597,0.411640363,0.216150924,0.443427264,1.668812,1.222206329
530,The Heavenly Twins,,167,0.318395,Bestsellers,599,496,453,680,454,625,292,684,1487,1306,285558,0.209764741,0.173695011,0.158636774,0.238130257,0.158986966,0.218869722,0.102255934,0.239531023,0.867775,0.632095756
532,The Herd Boy and His Hermit,,1,0.278734,Neither,234,255,158,295,227,252,132,340,550,594,47038,0.497470131,0.542114886,0.335898635,0.627152515,0.482588545,0.535737064,0.280624176,0.722819848,2.223734,1.800671797
533,A Ring of Rubies,,0,0.293967,Neither,197,234,165,247,242,256,150,303,529,587,56437,0.349061786,0.414621613,0.292361394,0.437656148,0.428796711,0.453603133,0.265783086,0.536881833,1.773659,1.405106579
534,The Hero ,,283,0.143458,Neither,359,282,297,411,281,394,181,386,866,765,73174,0.490611419,0.385382786,0.405881871,0.561674912,0.384016181,0.538442616,0.247355618,0.527509771,2.089540,1.451335174
535,The History of David Grieve,,0,0.031811,Neither,609,479,463,710,441,612,282,656,1498,1284,293423,0.207550192,0.163245553,0.157792675,0.241971488,0.150294967,0.208572607,0.096106985,0.223568023,0.853716,0.595386183
536,The History of Sir Richard Calmady A Romance,,14,0.272712,Bestsellers,640,517,515,760,477,649,304,701,1654,1415,269751,0.23725584,0.191658233,0.190916808,0.28174131,0.176829743,0.24059225,0.112696524,0.259869287,0.999440,0.69211977
