,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
542,The House of Martha,,3,0.487469,Neither,218,277,159,276,245,268,159,384,555,704,93595,0.232918425,0.295955981,0.16988087,0.294887547,0.26176612,0.286340082,0.16988087,0.410278327,1.129334,0.99257439
543,The House with the Green Shutters,,404,-0.086407,Neither,385,275,309,447,269,381,178,384,942,759,92194,0.417597674,0.298284053,0.335162809,0.48484717,0.291776037,0.413258997,0.193071133,0.416513005,1.722455,1.128056056
544,A Romance of Wastdale,,7,-0.01712,Neither,170,198,122,243,137,207,109,209,452,409,27136,0.626474057,0.729658019,0.449587264,0.895489387,0.504864387,0.762824292,0.401680425,0.770194575,2.878096,2.262676887
545,The Hoyden,,4,0.104363,Neither,364,280,266,399,272,371,164,347,816,692,119611,0.304319837,0.234092182,0.222387573,0.33358136,0.227403834,0.310172141,0.137111135,0.290107097,1.224804,0.834371421
546,The Human Boy and the War,,4,0.28689,Neither,264,241,216,333,212,275,161,320,611,572,62981,0.419174037,0.382655086,0.342960575,0.528730887,0.336609454,0.436639621,0.255632651,0.508089741,1.883108,1.327384449
547,The Hypocrite,,0,0.257123,Neither,178,199,173,214,206,207,119,265,461,517,29416,0.605112864,0.676502584,0.588115311,0.727495241,0.700299157,0.703698667,0.404541746,0.900870275,3.025564,2.281071526
548,The Indiscretion of the Duchess Being a Story Concerning Two Ladies a Nobleman and a Necklace,,49,0.110962,Neither,247,250,182,308,222,274,142,334,615,594,53504,0.461647727,0.467254785,0.340161483,0.575657895,0.414922249,0.512111244,0.265400718,0.624252392,2.057790,1.603618421
549,The Induna s Wife,,2,-0.138366,Neither,278,234,191,374,174,266,149,270,599,491,69319,0.401044447,0.337569786,0.275537731,0.539534615,0.251013431,0.383733176,0.214948283,0.389503599,1.682079,1.110806561
553,The Iron Pirate A Plain Tale of Strange Happenings on the Sea,,11,-0.024289,Neither,350,284,253,436,235,347,185,348,811,675,93046,0.376158029,0.305225372,0.271908518,0.468585431,0.252563248,0.372933818,0.198826387,0.374008555,1.568042,1.052167745
555,A Bid for Fortune Or Dr. Nikola's Vendetta,,95,0.24873,Neither,259,283,196,339,230,290,153,365,687,701,86914,0.29799572,0.325609223,0.225510275,0.39004073,0.264629404,0.333663161,0.176036082,0.419955358,1.354212,1.079227742
559,The Ivory Gate a new edition,,2,0.182373,Neither,356,349,266,416,315,360,196,501,849,896,134293,0.265092,0.259879517,0.19807436,0.309770427,0.234561742,0.268070562,0.145949528,0.373064866,1.153448,0.901014945
561,The Jessamy Bride,,0,0.289494,Neither,351,294,250,373,274,343,170,408,780,780,83883,0.41843997,0.35048818,0.298034167,0.444666977,0.326645447,0.408902877,0.202663233,0.48639176,1.690450,1.245782817
562,The Judgment Books A Story,,0,0.094925,Neither,131,132,100,165,118,160,79,151,330,313,24952,0.525008015,0.52901571,0.400769477,0.661269638,0.472907983,0.641231164,0.316607887,0.605161911,2.376563,1.775408785
563,The King s Assegai A Matabili Story,,9,-0.145796,Neither,236,201,166,331,155,234,133,215,542,405,45566,0.517930036,0.441118378,0.36430672,0.726418821,0.340165913,0.513540798,0.2918843,0.471843041,2.240706,1.426502217
564,The King s Jackal,,3,0.301549,Neither,168,185,109,210,170,176,116,262,399,464,30180,0.55666004,0.612988734,0.361166335,0.69582505,0.563286945,0.583167661,0.384360504,0.868124586,2.561299,2.064280981
565,The King s Mirror,,28,0.254361,Neither,380,365,252,448,342,373,204,497,888,932,101661,0.373791326,0.359036405,0.247882669,0.4406803,0.336412193,0.366905696,0.200666922,0.488879708,1.599433,1.21482181
566,The King of Schnorrers Grotesques and Fantasies,,76,0.109907,Neither,424,407,327,518,370,452,232,530,1108,1029,99244,0.427229858,0.410100359,0.329490952,0.521945911,0.372818508,0.45544315,0.233767281,0.534037322,1.885253,1.399580831
567,A Rose of Yesterday,,3,0.133293,Neither,227,198,168,269,191,258,136,273,529,523,49419,0.459337502,0.400655618,0.339950222,0.544325057,0.386491026,0.522066412,0.275197798,0.55241911,2.005302,1.47514114
568,The Kopje Garrison A Story of the Boer War,,13,-0.044586,Neither,331,259,228,420,204,312,168,310,789,584,110777,0.298798487,0.233803046,0.205818897,0.379140074,0.18415375,0.281646912,0.15165603,0.279841483,1.219567,0.795291441
569,The Lady of Lynn,,6,0.331344,Neither,358,342,272,425,326,372,195,507,858,913,129284,0.276909749,0.264533894,0.21038953,0.328733641,0.25215804,0.287738622,0.150830729,0.392159896,1.219022,0.944432412
573,The Laurel Walk,,0,0.362044,Neither,253,286,182,305,251,286,166,370,668,715,94114,0.268822917,0.303886776,0.193382494,0.324075058,0.266697835,0.303886776,0.176381835,0.393140234,1.229360,1.000913785
574,The Life and Death of Richard Yea and Nay,,0,0.019659,Neither,372,308,283,475,279,384,183,455,895,783,109075,0.341049736,0.282374513,0.259454504,0.435480174,0.255787302,0.352051341,0.167774467,0.417144167,1.459546,1.051570021
575,The Light of Scarthey A Romance,,5,0.12256,Neither,552,420,410,669,387,565,272,569,1367,1110,163614,0.337379442,0.256701749,0.250589803,0.408889215,0.236532326,0.345324972,0.166244942,0.347769751,1.399636,0.949796472
576,The Light That Failed,,920,0.013619,Neither,331,266,233,377,237,317,164,330,774,655,74823,0.442377344,0.35550566,0.311401574,0.503855766,0.316747524,0.42366652,0.219183941,0.441040856,1.793566,1.220213036
577,The Lilac Sunbonnet A Love Story,,11,0.234437,Neither,310,315,235,367,280,319,185,442,779,856,93497,0.33156144,0.336909206,0.251344963,0.392525963,0.299474849,0.341187418,0.197867311,0.472742441,1.472775,1.150839064
578,A Rough Shaking,,73,0.095672,Neither,392,302,296,475,277,411,186,406,922,763,110809,0.353761879,0.272541039,0.267126316,0.428665542,0.249979695,0.3709085,0.167856402,0.366396231,1.467390,1.009845771
579,The Lion's Brood,,0,-0.183907,Neither,364,270,251,421,235,360,161,374,845,697,70884,0.513515039,0.380904012,0.354099656,0.593928108,0.331527566,0.507872016,0.227131652,0.527622595,2.020202,1.416398623
580,The Little Clown,,2,0.072293,Neither,46,69,34,56,62,63,41,83,123,149,18944,0.242820946,0.364231419,0.179476351,0.295608108,0.327280405,0.332559122,0.216427365,0.438133446,1.261613,1.134923986
581,The Little Lady of Lagunitas A Franco Californian Romance,,1,0.094653,Neither,505,421,336,661,368,485,271,608,1161,1114,123790,0.407948946,0.340092091,0.271427417,0.533968818,0.297277648,0.391792552,0.218919137,0.491154374,1.729542,1.223039018
582,The Little Minister,,211,-0.090581,Bestsellers,342,290,243,425,257,343,179,363,820,653,113980,0.300052641,0.254430602,0.213195297,0.372872434,0.225478154,0.300929988,0.157045096,0.318476926,1.268644,0.873837515
583,The Log of a Privateersman,,0,0.187143,Neither,354,300,237,448,248,340,196,386,861,750,104173,0.339819339,0.287982491,0.227506168,0.430053853,0.238065526,0.326380156,0.188148561,0.370537471,1.423593,0.984900118
584,The Long Vacation,,4,0.478191,Neither,334,377,252,423,355,386,204,498,828,959,92047,0.362858105,0.40957337,0.273773181,0.45954784,0.385672537,0.419350984,0.221625909,0.541027953,1.703478,1.369952307
585,The Lord of Dynevor A Tale of the Times of Edward the First,,0,0.223269,Neither,288,281,168,383,243,300,152,361,677,677,58498,0.492324524,0.480358303,0.287189306,0.654723238,0.415398817,0.512838046,0.259837943,0.617115115,2.109474,1.610311464
588,The Lost Stradivarius,,448,0.351233,Neither,204,260,163,312,239,273,142,316,584,649,49996,0.408032643,0.520041603,0.326026082,0.624049924,0.478038243,0.546043683,0.284022722,0.632050564,2.120170,1.698135851
589,A Roving Commission Or Through the Black Insurrection at Hayti,,0,0.183348,Neither,300,276,176,396,222,278,164,366,682,633,127433,0.235417827,0.216584401,0.138111792,0.310751532,0.174209192,0.218153853,0.128695079,0.287209749,0.987185,0.721948004
590,The Lost Treasure of Trevlyn A Story of the Days of the Gunpowder Plot,,0,0.200193,Neither,450,374,314,551,332,451,226,489,1051,938,150940,0.298131708,0.247780575,0.208029681,0.365045714,0.219954949,0.298794223,0.149728369,0.323969789,1.240890,0.870544587
591,The Love Affairs of an Old Maid,,36,0.312455,Neither,191,230,158,231,222,247,135,288,496,549,35555,0.537195894,0.646885108,0.444381943,0.649697652,0.624384756,0.694698355,0.379693433,0.810012656,2.635354,2.151596119
593,The Lunatic at Large,,0,0.378142,Neither,209,246,146,278,223,217,150,313,519,630,50488,0.413959753,0.487244494,0.289177626,0.550625891,0.441689114,0.429805102,0.297100301,0.619949295,1.992553,1.536998891
594,The Maid of Honour A Tale of the Dark Days of France ,,0,0.171562,Neither,348,293,260,397,295,335,169,404,832,751,39366,0.884011584,0.744297109,0.660468425,1.008484479,0.749377636,0.850988162,0.429304476,1.026266321,3.731647,2.621551593
596,The Making of a Prig,,1,0.175148,Neither,295,276,212,309,256,337,170,357,744,697,85554,0.344811464,0.322603268,0.247796713,0.361175398,0.29922622,0.393903266,0.198704912,0.417280314,1.451715,1.133786848
598,The Making of Mary,,1,0.463641,Neither,133,181,94,173,173,160,109,241,353,472,25209,0.527589353,0.717997541,0.372882701,0.686262843,0.686262843,0.634693959,0.432385259,0.956007775,2.705383,2.308699274
599,The Man in Black,,0,-0.163582,Neither,197,187,165,271,157,217,123,230,494,419,33296,0.591662662,0.561629025,0.495555022,0.813911581,0.471528111,0.651729938,0.369413743,0.690773667,2.742071,1.904132629
600,A Second Coming,,8,0.027799,Neither,235,242,173,297,201,243,139,359,593,620,59431,0.395416533,0.407194898,0.291093874,0.499739193,0.338207333,0.408877522,0.233884673,0.604061853,1.758342,1.420134273
601,The Manxman A Novel,,27,-0.000356,Bestsellers,480,383,360,591,333,500,240,483,1190,876,207527,0.231295205,0.184554299,0.173471404,0.284782221,0.160461048,0.240932505,0.115647602,0.2327408,0.965657,0.658227604
602,The Marriage of Elinor,,0,0.261017,Neither,420,378,280,485,346,405,226,501,982,930,170506,0.246325642,0.221693078,0.164217095,0.284447468,0.20292541,0.237528298,0.132546655,0.293831302,1.030462,0.753052678
603,The Martian A Novel,,63,0.601368,Neither,379,368,300,456,384,411,229,532,969,1037,123796,0.306148825,0.29726324,0.242334163,0.368347927,0.310187728,0.331997803,0.184981744,0.429739248,1.412000,1.059000291
605,The Master of the Shell,,25,0.184649,Neither,375,332,254,423,280,371,215,453,888,797,101342,0.370034142,0.32760356,0.250636459,0.417398512,0.276292159,0.366087111,0.212152908,0.447001243,1.526514,1.140691915
606,The Men of the Moss Hags Being ,,6,0.01772,Neither,347,271,257,466,246,347,170,397,821,698,114603,0.302784395,0.236468504,0.224252419,0.406621118,0.214654067,0.302784395,0.148338176,0.34641327,1.296650,0.885666169
607,The Mermaid A Love Tale,,33,0.219891,Neither,273,312,224,372,283,311,181,385,743,778,82115,0.332460574,0.379954941,0.272788163,0.453023199,0.344638617,0.378737137,0.220422578,0.468854655,1.623333,1.227546733
608,The Midnight Passenger,,12,-0.029073,Neither,375,356,274,495,300,397,199,488,913,835,85000,0.441176471,0.418823529,0.322352941,0.582352941,0.352941176,0.467058824,0.234117647,0.574117647,1.932941,1.46
609,The Moon Metal,,0,0.327086,Neither,139,191,94,208,147,143,114,230,367,456,24815,0.560145074,0.769695749,0.378803143,0.8382027,0.592383639,0.576264356,0.459399557,0.926858755,2.828934,2.27281886
610,The Mormon Prophet,,6,0.175693,Neither,389,350,283,489,327,423,211,494,953,898,99372,0.391458358,0.352211891,0.284788472,0.492090327,0.329066538,0.425673228,0.212333454,0.497121926,1.709737,1.275007044
611,A Singer from the Sea,,0,0.29981,Neither,319,329,223,384,325,371,188,429,768,833,92349,0.345428754,0.356257242,0.241475273,0.415813923,0.351925847,0.401736889,0.203575567,0.464542117,1.558219,1.222536248
612,The Mountain Lovers,,3,-0.130545,Neither,170,178,124,267,160,222,109,182,472,343,47643,0.356820519,0.373612073,0.260269085,0.56041811,0.335831077,0.465965619,0.228784921,0.38200785,1.742124,1.221585542
613,The Mystery of Choice,,23,-0.033954,Neither,259,239,201,340,204,283,144,305,679,580,58574,0.442175709,0.408030867,0.343155666,0.580462321,0.348277393,0.48314952,0.245842865,0.520708847,1.959914,1.411889234
614,The Mystery of the Clasped Hands ,,4,0.343922,Neither,186,246,149,252,218,213,126,347,486,614,61508,0.302399688,0.399947974,0.242244911,0.409702803,0.354425441,0.346296417,0.204851401,0.564154256,1.513624,1.310398647
615,The New Rector,,0,0.108047,Neither,323,285,223,346,258,323,168,406,742,727,85429,0.378091749,0.333610367,0.26103548,0.405014691,0.302005174,0.378091749,0.196654532,0.475248452,1.542802,1.186950567
619,The Old Maids Club,,2,0.253629,Neither,376,381,301,461,342,421,221,510,986,990,84728,0.443773015,0.449674252,0.355254461,0.544094042,0.403644604,0.496884147,0.260834671,0.601926164,2.007601,1.548484562
620,The Open Question A Tale of Two Temperaments,,1,0.188643,Neither,500,455,392,635,406,554,277,613,1266,1153,169276,0.2953756,0.268791796,0.23157447,0.375127012,0.239844987,0.327276164,0.163638082,0.362130485,1.305560,0.958198445
621,The Orange Girl,,5,0.046895,Neither,409,323,312,478,313,419,199,476,945,867,136294,0.300086578,0.236987688,0.2289169,0.35071243,0.229650608,0.307423658,0.146007895,0.349245014,1.255374,0.893656361
622,A Sister of the Red Cross A Tale of the South African War,,0,0.143651,Neither,245,258,175,322,240,301,149,316,602,584,82109,0.298383856,0.314216468,0.213131325,0.392161639,0.292294389,0.36658588,0.1814661,0.384854279,1.377437,1.065656627
623,The Oriel Window,,0,0.428427,Neither,108,156,83,146,149,140,89,181,289,350,38884,0.277749203,0.401193293,0.213455406,0.375475774,0.38319103,0.360045263,0.228885917,0.46548709,1.478757,1.226725646
624,The Parasite A Story,,447,0.000173,Neither,156,147,122,189,120,164,83,195,369,324,17991,0.867100217,0.817075204,0.678116836,1.050525263,0.667000167,0.911566895,0.461341782,1.083875271,3.724084,2.81251737
625,The Path of a Star,,0,0.300986,Neither,307,346,255,398,338,375,198,508,853,954,87683,0.350124882,0.394603287,0.290820341,0.453907827,0.385479511,0.427676973,0.225813442,0.579359739,1.706146,1.401639999
626,The Paying Guest,,125,0.14582,Neither,174,171,114,183,142,181,99,190,382,371,28094,0.619349327,0.608670891,0.405780594,0.651384637,0.505446003,0.64426568,0.35238841,0.67630099,2.534349,1.92923756
627,The People of the Mist,,3238,-0.048391,Neither,395,344,295,506,297,416,217,434,957,808,146736,0.269190928,0.234434631,0.201041326,0.344836986,0.202404318,0.283502344,0.147884636,0.295769273,1.165358,0.813706248
628,The Philanderers,,7,0.081474,Neither,274,275,188,294,233,260,158,365,643,634,54838,0.499653525,0.501477078,0.342827966,0.536124585,0.424887851,0.474123783,0.288121376,0.665596849,2.091615,1.64119771
632,The Pomp of the Lavilettes ,,0,0.029175,Neither,238,209,161,284,196,226,126,277,535,493,39280,0.605906314,0.532077393,0.4098778,0.723014257,0.49898167,0.575356415,0.320773931,0.705193483,2.558554,1.812627291
633,A Sweet Girl Graduate,,0,0.311148,Neither,255,277,199,288,289,304,166,347,615,696,75200,0.339095745,0.368351064,0.26462766,0.382978723,0.384308511,0.404255319,0.220744681,0.46143617,1.591755,1.234042553
634,The Potter's Thumb,,1,0.042033,Neither,429,357,336,526,312,461,233,496,1099,922,130140,0.329644998,0.274319963,0.258183495,0.404180114,0.239741817,0.354233902,0.179037959,0.381128016,1.410788,1.009681881
635,The Pride of Jennico Being a Memoir of Captain Basil Jennico ,,4,0.111054,Neither,390,347,284,494,313,390,217,448,935,846,74677,0.522249153,0.464667836,0.380304511,0.661515594,0.419138423,0.522249153,0.290584785,0.599916976,2.273792,1.586833965
636,The Prince of India Or Why Constantinople Fell ,,0,0.379281,Neither,596,536,424,745,458,611,311,763,1479,1414,298065,0.199956385,0.179826548,0.142250851,0.249945482,0.153657759,0.204988845,0.104339657,0.255984433,0.850150,0.640799826
639,The Prophet of Berkeley Square,,4,0.311304,Neither,295,319,210,370,276,318,187,392,731,790,80690,0.365596728,0.395340191,0.260255298,0.458545049,0.34204982,0.39410088,0.231751146,0.48580989,1.658198,1.27525096
641,The Queen s Cup,,0,0.232294,Neither,275,254,168,334,210,266,152,322,630,604,109203,0.251824584,0.232594343,0.153841927,0.305852403,0.192302409,0.243583052,0.139190315,0.294863694,1.043012,0.771041089
642,The Queen s Scarlet The Adventures and Misadventures of Sir Richard Frayne,,1,0.044482,Neither,304,240,225,339,196,309,152,311,684,578,80418,0.37802482,0.298440648,0.279788107,0.421547415,0.243726529,0.384242334,0.18901241,0.386729339,1.512099,1.069412321
643,The Queen Against Owen,,0,-0.042315,Neither,261,209,182,324,169,263,129,300,562,513,44270,0.589564039,0.472103004,0.411113621,0.7318726,0.381748362,0.594081771,0.29139372,0.677659815,2.405692,1.74384459
644,A Tale of Two Tunnels A Romance of the Western Waters,,3,0.146289,Neither,192,208,140,256,187,200,117,265,460,481,34153,0.56217609,0.609024097,0.409920066,0.74956812,0.547536088,0.585600094,0.342576055,0.775920124,2.611776,1.970544315
645,The Quest of the Golden Girl A Romance,,12,0.590396,Neither,219,309,159,298,292,269,177,371,588,725,52141,0.420014959,0.592623847,0.304942368,0.571527205,0.560019946,0.515908786,0.339464145,0.711532192,2.195969,1.820064824
646,The Rajah of Dah,,0,0.105759,Neither,254,236,180,328,199,261,161,279,616,544,76552,0.331800606,0.308287177,0.235134288,0.428466924,0.259954018,0.340944717,0.210314557,0.364458146,1.465670,1.013690041
647,The Ralstons,,2,0.148397,Neither,399,337,271,432,290,389,208,471,905,868,158340,0.25198939,0.212833144,0.171150688,0.272830618,0.183150183,0.245673866,0.13136289,0.29746116,1.010484,0.75596817
648,The Recipe for Diamonds,,4,0.076925,Neither,312,290,235,356,247,306,182,382,775,702,57540,0.542231491,0.503997219,0.40841154,0.618700035,0.429266597,0.531803962,0.316301703,0.663885992,2.314911,1.699687174
649,The Red Axe,,4,0.118713,Neither,393,341,281,509,288,378,198,453,940,828,112855,0.34823446,0.302157636,0.248992069,0.451021222,0.255194719,0.334943069,0.175446369,0.401400027,1.478889,1.038500731
651,The Red Cockade,,0,-0.200397,Neither,404,296,297,487,246,400,201,399,962,709,109383,0.369344414,0.270608778,0.271522997,0.445224578,0.224897836,0.365687538,0.183757988,0.364773319,1.494748,1.001069636
652,The Red Rat's Daughter,,2,0.32562,Neither,230,269,180,294,245,284,148,378,582,685,81652,0.281683241,0.329446921,0.220447754,0.360064665,0.300053887,0.347817567,0.181257042,0.462940283,1.343507,1.140204771
653,The Redemption of David Corson,,8,0.100177,Neither,429,379,309,544,343,469,245,487,1059,928,101821,0.421327624,0.37222184,0.303473743,0.534270926,0.336865676,0.460612251,0.24061834,0.478290333,1.836556,1.311124424
655,A Traveler from Altruria Romance ,,69,0.457745,Neither,293,261,230,342,232,314,149,385,696,697,66934,0.437744644,0.389936355,0.343622075,0.510951086,0.346610094,0.469118833,0.222607345,0.575193474,1.861535,1.434248663
656,The Reign of Law a tale of the Kentucky hemp fields,,11,0.150159,Neither,265,287,202,355,262,343,157,392,714,730,65679,0.403477519,0.436973766,0.307556449,0.54050762,0.398909849,0.52223694,0.239041398,0.596842217,1.889493,1.556052924
657,The Romance of Golden Star,,9,0.438725,Neither,212,233,153,309,216,250,139,297,509,544,66556,0.318528758,0.350081135,0.229881603,0.464270689,0.324538734,0.375623535,0.208846685,0.44624076,1.546066,1.171945429
658,The Romance of the Woods,,0,0.183752,Neither,345,301,262,437,269,375,192,398,817,754,64837,0.532103583,0.464241097,0.404090257,0.673997872,0.414886562,0.57837346,0.296127211,0.613847032,2.321205,1.656461588
659,The Romance of Zion Chapel,,2,0.339705,Neither,210,242,152,268,253,259,137,312,530,615,46797,0.448746715,0.517127166,0.324807146,0.572686283,0.540632947,0.553454281,0.292753809,0.666709404,2.179627,1.737290852
660,The Rome Express,,0,0.015947,Neither,193,179,145,259,136,207,92,257,482,455,35787,0.539301981,0.50018163,0.405175064,0.723726493,0.380026267,0.578422332,0.257076592,0.718137871,2.305306,1.796741834
661,The Rubicon,,0,0.241058,Neither,307,295,219,347,279,320,173,401,749,767,75227,0.408098156,0.392146437,0.29111888,0.461270554,0.370877478,0.425379186,0.229970622,0.533053292,1.761336,1.350578914
662,The Ruby Sword A Romance of Baluchistan,,4,-0.038098,Neither,346,294,238,449,243,340,192,361,827,696,68856,0.502497967,0.426978041,0.34564889,0.652085512,0.352910422,0.493784129,0.278842802,0.524282561,2.131986,1.445044731
663,The Sack of Monte Carlo An Adventure of To day,,0,0.179205,Neither,261,274,190,311,248,275,168,354,640,657,59723,0.437017564,0.458784723,0.318135392,0.520737404,0.415250406,0.46045912,0.281298662,0.592736467,1.972439,1.511980309
665,The Scapegoat,,9,-0.147166,Neither,339,286,254,437,255,381,160,362,838,644,101711,0.333297283,0.281188859,0.249727168,0.429648711,0.250710346,0.374590752,0.157308452,0.355910374,1.420692,1.011689984
666,A Cabinet Secret,,10,0.235622,Neither,256,266,173,323,210,277,168,355,594,628,62697,0.408312997,0.424262724,0.275930268,0.515176165,0.334944256,0.441807423,0.267955405,0.566215289,1.802319,1.432285436
667,A Trip to Venus A Novel,,31,0.472764,Neither,255,294,180,350,299,285,177,379,625,771,51084,0.499177825,0.575522669,0.352360817,0.685146034,0.585310469,0.557904628,0.346488137,0.741915277,2.468483,1.875342573
668,The Secret Chamber at Chad,,0,0.244802,Neither,272,276,195,351,239,269,153,368,663,681,55460,0.490443563,0.497655968,0.35160476,0.632888568,0.430941219,0.485034259,0.275874504,0.663541291,2.181753,1.646231518
669,The Ship of Stars,,0,0.120627,Neither,252,264,189,314,237,289,157,346,633,614,71507,0.35241305,0.369194624,0.264309788,0.439117849,0.331436083,0.404156236,0.219558924,0.483868712,1.606836,1.257219573
670,The Sign of the Red Cross A Tale of Old London,,0,-0.050715,Neither,290,308,232,402,285,349,177,368,778,717,88387,0.328102549,0.348467535,0.262482039,0.454818016,0.322445609,0.394854447,0.200255694,0.416350821,1.568104,1.159672803
671,The Sign of the Spider,,45,-0.036835,Neither,427,355,321,538,297,428,240,414,1040,862,91119,0.468617961,0.389600413,0.35228657,0.590436682,0.325947387,0.469715427,0.263391828,0.454350904,2.000680,1.313666743
672,The Skipper s Wooing and The Brown Man's Servant,,0,0.079509,Neither,229,209,168,296,182,229,129,239,578,461,43149,0.530719136,0.48436812,0.389348536,0.68599504,0.421794248,0.530719136,0.298964055,0.553894644,2.326821,1.5689819
674,The Slave of the Lamp,,0,0.210018,Neither,278,306,210,382,275,320,163,425,779,819,75521,0.368109532,0.405185313,0.278068352,0.505819573,0.364137127,0.423723203,0.215834006,0.562757379,1.731969,1.391665894
675,The Solitary Summer,,689,0.541552,Neither,180,238,173,259,243,249,123,310,529,596,39318,0.457805585,0.605320718,0.440002035,0.65873137,0.61803754,0.633297726,0.312833817,0.788442952,2.487410,2.027061397
677,The Sowers,,0,0.178567,Bestsellers,358,318,275,434,297,386,202,486,912,918,108109,0.331147268,0.294147573,0.254372901,0.401446688,0.274722734,0.357047054,0.186848459,0.449546291,1.448538,1.100740919
678,A Vanished Hand ,,3,0.371959,Neither,141,214,116,215,213,208,102,262,408,517,36224,0.3892447,0.590768551,0.320229682,0.593529152,0.588007951,0.574204947,0.281581272,0.723277385,2.172593,1.888250883
679,The Span o Life A Tale of Louisbourg Quebec,,0,0.203882,Neither,358,333,262,449,305,400,199,468,886,848,92114,0.388648848,0.361508565,0.284430163,0.487439477,0.331111449,0.434244523,0.21603665,0.508066092,1.707667,1.303819181
681,The Star Gazers,,0,0.167075,Neither,393,313,300,422,276,388,189,400,916,758,123867,0.317275788,0.252690386,0.242195258,0.340687996,0.222819637,0.3132392,0.152583012,0.32292701,1.275562,0.888856596
683,The Story of a Red Deer,,0,0.18202,Neither,121,121,99,174,121,132,83,145,318,284,32512,0.372170276,0.372170276,0.304502953,0.535187008,0.372170276,0.406003937,0.255290354,0.445989173,1.839321,1.224163386
684,The Story of Ab A Tale of the Time of the Cave Man,,22,0.191926,Neither,247,280,166,372,241,282,170,341,664,719,71066,0.347564236,0.393999944,0.233585681,0.523457068,0.33912138,0.396814229,0.239214252,0.479835646,1.682943,1.270649818
685,The Story of Bessie Costrell,,4,-0.082459,Neither,161,144,121,190,137,191,80,168,388,342,24563,0.655457395,0.586247608,0.492610837,0.77352115,0.557749461,0.777592314,0.325693116,0.683955543,2.805032,2.047795465
686,The Story of Francis Cludde,,0,-0.079757,Neither,392,325,280,487,271,381,210,413,934,758,111382,0.351941965,0.291788619,0.251387118,0.437234023,0.243306818,0.342066043,0.188540339,0.370795999,1.472410,1.004650662
688,The Story of the Glittering Plain Which Has Been Also Called the Land of Living Men or the Acre of the Undying,,178,0.348824,Neither,115,137,85,156,129,149,74,152,305,299,47523,0.24198809,0.288281464,0.178860762,0.328262105,0.27144751,0.313532395,0.155714075,0.319845128,1.176273,0.921658986
689,A Veldt Official A Novel of Circumstance,,2,-0.030888,Neither,474,385,323,570,305,429,240,445,1095,893,96145,0.493005356,0.40043684,0.335950907,0.592854543,0.317229185,0.44620105,0.249622965,0.462842582,1.988663,1.309480472
690,The Strong Arm,,1,0.037966,Neither,392,352,243,506,297,388,207,508,935,908,96858,0.404716182,0.363418613,0.250882736,0.522414256,0.306634455,0.400586425,0.213714923,0.524479134,1.698363,1.288484173
691,The Sundering Flood,,106,0.51322,Neither,181,188,138,261,164,214,102,225,454,412,96754,0.187072369,0.194307212,0.142629762,0.269756289,0.169502036,0.221179486,0.105421998,0.232548525,0.874382,0.648035223
694,The Swing of the Pendulum,,0,0.13734,Neither,373,310,247,426,291,382,189,392,898,790,96067,0.388270686,0.322691455,0.257112224,0.443440515,0.302913592,0.397639148,0.196737693,0.408048549,1.588475,1.128379152
697,The Third Violet,,33,0.123277,Neither,192,161,122,215,161,200,108,215,424,401,32552,0.58982551,0.494593266,0.374784959,0.660481691,0.494593266,0.614401573,0.331776849,0.660481691,2.451462,1.76947653
699,The Three Impostors or The Transmutations,,8,0.001872,Neither,283,296,246,390,248,347,176,376,773,703,59358,0.476768085,0.498669093,0.414434449,0.657030223,0.417803834,0.58458843,0.296505947,0.633444523,2.262543,1.716702045
700,A Vendetta of the Desert,,6,-0.155926,Neither,304,267,213,404,216,344,154,326,736,633,51732,0.587644011,0.51612155,0.411737416,0.780947963,0.417536534,0.664965592,0.297688085,0.630170881,2.495554,1.811258022
701,The Three Partners,,691,0.16952,Neither,316,279,242,387,246,333,181,387,793,704,66675,0.473940757,0.418447694,0.362954631,0.580427447,0.368953881,0.49943757,0.271466067,0.580427447,2.057743,1.498312711
702,The Tiger Lily,,2,0.087526,Neither,268,228,198,314,199,279,132,275,618,511,57713,0.46436678,0.395058306,0.34307695,0.544071526,0.344809662,0.483426611,0.228717966,0.476495764,1.925043,1.35498068
705,The Town Traveller,,22,0.205511,Neither,282,286,217,324,258,300,173,369,709,707,66977,0.421040059,0.427012258,0.323991818,0.483748152,0.385206862,0.447914956,0.258297625,0.550935396,1.872285,1.42586261
706,The Tragedy of Ida Noble,,0,0.118864,Neither,263,239,183,333,191,277,146,316,632,570,59555,0.441608597,0.401309714,0.307278986,0.559147007,0.320711947,0.465116279,0.245151541,0.530601965,1.873898,1.397027957
707,The Tragedy of the Korosko,,337,-0.049729,Neither,285,229,187,335,212,268,155,312,653,592,47560,0.599243061,0.481497056,0.393187553,0.704373423,0.445752733,0.563498738,0.325904121,0.656013457,2.468461,1.701009251
708,The Trail of the Sword Complete,,0,0.177294,Neither,258,255,169,327,248,259,146,333,586,632,55655,0.463570209,0.458179858,0.303656455,0.587548289,0.445602372,0.465366993,0.262330429,0.598328991,2.062708,1.521875842
