Book,Title,Goodreads,Sentiment,Status,MATTR
675,The Solitary Summer,689,0.541552,Neither,0.5228838490115086
676,The Sorrows of Satan or The Strange Experience of One Geoffrey Tempest Millionaire A Romance,892,0.377599,Bestsellers,0.5619916831999411
677,The Sowers,0,0.178567,Bestsellers,0.5160260583858907
678,A Vanished Hand,3,0.371959,Neither,0.5227856273871835
679,The Span o Life A Tale of Louisbourg Quebec,0,0.203882,Neither,0.5164226741822417
680,The Spoils of Poynton,1225,0.256488,Canonical novels,0.48651773000041965
681,The Star Gazers,0,0.167075,Neither,0.4985368122313724
682,The Stark Munro Letters Being series of twelve letters written by J Stark Munro M B to his friend and former fellow student Herbert Swanborough of Lowell Massachusetts during the years 1881 1884,74,0.206493,Neither,0.5129738612636301
683,The Story of a Red Deer,0,0.18202,Neither,0.4669598487236054
684,The Story of Ab A Tale of the Time of the Cave Man,22,0.191926,Neither,0.49966965063320057
685,The Story of Bessie Costrell,4,-0.082459,Neither,0.5203407068395627
686,The Story of Francis Cludde,0,-0.079757,Neither,0.5085738164603059
687,The Story of Sonny Sahib,0,0.084478,Neither,0.4938615188995492
688,The Story of the Glittering Plain Which Has Been Also Called the Land of Living Men or the Acre of the Undying,178,0.348824,Neither,0.4616607431340872
689,A Veldt Official A Novel of Circumstance,2,-0.030888,Neither,0.5417195287624709
690,The Strong Arm,1,0.037966,Neither,0.5119458873330484
691,The Sundering Flood,106,0.51322,Neither,0.46167180035202415
692,The Surprising Adventures of Sir Toady Lion with Those of General Napoleon Smith An Improving History for Old Boys Young Boys Good Boys Bad Boys Big Boys Little Boys Cow Boys and Tom Boys,2,0.153307,Neither,0.5329819438759267
693,The Survivor,0,0.1423,Neither,0.5073118435568451
694,The Swing of the Pendulum,0,0.13734,Neither,0.5319343330869152
695,The Tapu Of Banderah 1901,0,0.0969,Neither,0.5194676838313202
696,The Temptress,4,0.038107,Neither,0.5560127012723792
697,The Third Violet,33,0.123277,Neither,0.48906622892859397
698,The Thirsty Sword A Story of the Norse Invasion of Scotland 1262 1263,26,-0.026256,Neither,0.508349612803304
699,The Three Impostors or The Transmutations,8,0.001872,Neither,0.5196520654235955
700,A Vendetta of the Desert,6,-0.155926,Neither,0.5313798272257505
701,The Three Partners,691,0.16952,Neither,0.5066749396338295
702,The Tiger Lily,2,0.087526,Neither,0.4989647979601233
703,The Tiger of Mysore A Story of the War with Tippoo Saib,0,0.145083,Neither,0.4781304341476949
704,The Time Machine,395089,-0.017294,Canonical novels,0.5108191586003822
705,The Town Traveller,22,0.205511,Neither,0.5241281703657441
706,The Tragedy of Ida Noble,0,0.118864,Neither,0.516738652488332
707,The Tragedy of the Korosko,337,-0.049729,Neither,0.5274071078220464
708,The Trail of the Sword Complete,0,0.177294,Neither,0.5004718569463549
709,The Translation of a Savage Complete,0,0.297179,Neither,0.4923805929919137
710,The Triple Alliance Its Trials and Triumphs,0,0.192309,Neither,0.5319322416560128
711,A Woman's Burden A Novel,5,0.101115,Neither,0.4987671082028313
712,The Tysons Mr and Mrs Nevill Tyson,5,0.042538,Neither,0.4968669625306503
713,The Unknown Sea,1,-0.195344,Neither,0.5332547709457147
714,The Upper Berth,346,0.057213,Neither,0.4934484126984127
715,The Valiant Runaways,4,0.038496,Neither,0.5287927770750643
716,The Vast Abyss The Story of Tom Blount his Uncles  and his Cousin Sam,1,0.046848,Neither,0.4827273111844012
717,The Velvet Glove,0,0.155928,Neither,0.5065398831884614
718,The Village by the River,2,0.340962,Neither,0.5017797783394906
719,The Village Watch Tower,6,0.308609,Neither,0.5320905446040762
720,The Vintage A Romance of the Greek War of Independence,0,0.048279,Neither,0.49364698615907243
721,The Visits of Elizabeth,48,0.293685,Bestsellers,0.4988900114571399
722,A Woman Intervenes,7,0.254862,Neither,0.46116589466810864
723,The Vizier of the Two Horned Alexander,0,0.481827,Neither,0.47050471471951416
724,The Walrus Hunters A Romance of the Realms of Ice,3,0.267238,Neither,0.5204032509738328
725,The War of the Wenuses,0,-0.005,Neither,0.5595420386904761
726,The War of the Worlds,235205,-0.266267,Canonical novels,0.5220577717564019
727,The Watchers A Novel,15,-0.003782,Neither,0.47096687694449696
728,The Water of the Wondrous Isles,0,0.263797,Neither,0.46361621396075053
729,The Waters of Edera,6,-0.134557,Neither,0.5102351673871378
730,The Weathercock Being the Adventures of a Boy with a Bias,0,0.03081,Neither,0.49299621384532627
731,The Well Beloved,1553,0.175256,Canonical novels,0.5294289368096297
732,The Well at the World s End,653,0.545755,Neither,0.4644347992522033
733,A Young Mutineer,0,0.403492,Neither,0.49086733030285595
734,The Were Wolf,212,-0.325035,Neither,0.5289458605151658
735,The Wheels of Chance A Bicycling Idyll,328,0.10223,Neither,0.5216009382945959
736,The Whirlpool,121,0.175722,Neither,0.534924902823303
737,The White Company,3786,0.177929,Neither,0.5270278535087196
738,The White Lady of Hazelwood,1,0.288105,Neither,0.5190086089010443
739,The White Shield,5,-0.058401,Neither,0.5057455042898504
740,The White Virgin,0,0.120394,Neither,0.4966174302510031
741,The Wiles of the Wicked,3,0.123222,Neither,0.5223258439824529
742,The Wings of Icarus,1,0.179604,Neither,0.503559325039156
743,The Witch of Prague,79,0.027188,Neither,0.49588902170120197
744,Aaron the Jew,3,0.372322,Neither,0.4852140149508026
745,The Wizard,187,-0.003417,Neither,0.4841208304175414
746,The Woman Who Did,204,0.283705,Both canonical and bestsellers,0.5238041164878476
747,The Woman with One Hand and Mr Ely s Engagement,0,0.17242,Neither,0.4726459866410053
748,The Wonder Child,0,0.091974,Neither,0.5145132628552395
749,The Wonderful Visit,457,0.099648,Neither,0.5039691170302013
750,The Wood Pigeons and Mary,0,0.518592,Neither,0.47187623322934896
751,The Wood Beyond the World,2,0.31745,Canonical novels,0.46300693772184576
752,The Worshipper of the Image,10,0.094544,Neither,0.48900226857743595
753,The Wrecker,227,0.133296,Bestsellers,0.5240705873752696
754,The Wreckers of Sable Island,0,0.130031,Neither,0.5251503699081915
755,About Peggy Saville,0,0.271109,Neither,0.5275444459853003
756,The Young Ranchers Or Fighting the Sioux,1,0.077755,Neither,0.5171991871570819
757,The Young Woodsman Or Life in the Forests of Canada,0,0.367037,Neither,0.5210244043786221
758,The Zeit Geist,14,0.172792,Neither,0.48010018370462365
759,Their Wedding Journey,0,0.408038,Neither,0.5471885629509744
760,There Back,444,0.264204,Neither,0.47457288617061366
761,Three Men on the Bummel,5024,0.211459,Canonical novels,0.5041482725813166
762,Through Russian Snows A Story of Napoleon s Retreat from Moscow,0,0.124796,Neither,0.4767121639276628
763,Ti Ti Pu A Boy of Red River,0,0.253021,Neither,0.5459509402189167
764,Timothy's Quest A Story for Anybody Young or Old Who Cares to Read It,20,0.471639,Neither,0.5266579754601227
765,Tiny Luttrell,3,0.348261,Neither,0.4944672834125355
766,According to Plato,0,0.498639,Neither,0.4812055788415815
767,To The West,0,0.094036,Neither,0.479494140148124
768,Tom and Some Other Girls A Public School Story,0,0.271004,Neither,0.5312905692438403
769,Tom Ossington s Ghost,27,0.004313,Neither,0.48527028032746217
770,Tom Tufton s Travels,0,0.32268,Neither,0.514434273981115
771,Tom Wallis A Tale of the South Seas,0,0.124231,Neither,0.518376092605717
772,Tom Dick and Harry,6,0.062983,Neither,0.4991875737403258
773,Tommy and Grizel,42,0.19411,Neither,0.46000560607749763
774,Tongues of Conscience,1,-0.035801,Neither,0.5055927216319697
775,Tourmalin s Time Cheques,32,0.195613,Neither,0.5039126031768052
776,Trilby,1042,0.422542,Both canonical and bestsellers,0.5368131099245075
777,A Cathedral Courtship,3,0.530569,Neither,0.5410988218321712
778,Across Texas,2,0.128192,Neither,0.4792999218300615
779,Tristram of Blent,5,0.230809,Neither,0.49787964858547595
780,Trooper Peter Halket of Mashonaland,39,-0.067552,Neither,0.45151983572895277
781,Two Boys in Wyoming A Tale of Adventure Northwest Series,4,0.15413,Neither,0.5126108188697291
782,Two Little Pilgrims Progress A Story of the City Beautiful,21,0.368377,Neither,0.4715051847377429
783,Two Maiden Aunts,8,0.411243,Neither,0.4819704906582853
784,Two Penniless Princesses,21,0.28137,Neither,0.5368691498139812
785,Uncle Bernac A Memory of the Empire,105,0.039648,Neither,0.501951346442667
786,Under False Pretences A Novel,0,0.107145,Neither,0.49013369503645615
787,Under Wellington s Command A Tale of the Peninsular War,0,0.122535,Neither,0.48467247185755713
788,Vain Fortune A Novel,8,0.070074,Neither,0.48831235179243965
789,Active Service,28,0.112054,Neither,0.511173999490186
790,Vandrad the Viking Or The Feud and the Spell,15,-0.079285,Neither,0.5119211474632528
791,Via Crucis A Romance of the Second Crusade,0,0.170537,Neither,0.5000145521030588
792,Viking Boys,1,0.294358,Neither,0.5324223194369997
793,Voices in the Night,1,0.042756,Neither,0.5356627308200003
794,Was It Right to Forgive A Domestic Romance,2,0.342048,Neither,0.5001322621684022
795,Waynflete,0,0.223562,Neither,0.5104900628864064
796,Wayside Courtships,1,0.198985,Neither,0.5213762894778606
797,Weir of Hermiston An Unfinished Romance,0,0.101884,Neither,0.5205986411675894
798,Well After All,0,0.150279,Neither,0.4708212146485708
799,Westerfelt,0,0.044526,Neither,0.5045278224980242
800,Adam Johnstone's Son,1,0.168333,Neither,0.4736432887041423
801,What s Bred in the Bone,37,-7.41e-4,Neither,0.5159506269200365
802,What Maisie Knew,5204,0.363179,Canonical novels,0.49310008193105187
803,What Necessity Knows,0,0.210459,Neither,0.4993636884122767
804,When London Burned a Story of Restoration Times and the Great Fire,0,0.171275,Neither,0.4740501114213985
805,When the Birds Begin to Sing,0,0.079974,Neither,0.5534312838287773
806,When the Sleeper Wakes,3677,-0.058357,Neither,0.5141619436165535
807,When Valmond Came to Pontiac The Story of a Lost Napoleon Complete,0,0.228871,Neither,0.5140736211324447
808,While the Billy Boils,55,-0.012113,Neither,0.5006888233907097
809,White Turrets,0,0.464536,Neither,0.5021169455925198
810,Who Goes There  The Story of a Spy in the Civil War,45,0.04385,Neither,0.4677808318741947
811,Adventures in Toyland What the Marionette Told Molly,11,0.171828,Neither,0.4703714178181623
812,Whoso Findeth a Wife,1,0.056682,Neither,0.5401316838769042
813,With Buller in Natal Or  a Born Leader,0,0.126733,Neither,0.4860261200982468
814,With Cochrane the Dauntless,56,0.14348,Neither,0.47770031135275803
815,With Edged Tools,2,0.230379,Neither,0.5172950109701422
816,With Frederick the Great A Story of the Seven Years War,0,0.148994,Neither,0.49135549163391806
817,With Moore at Corunna,0,0.143052,Neither,0.4785124984977767
818,With Rifle and Bayonet A Story of the Boer War,0,0.077623,Neither,0.513532361666037
819,Witness to the Deed,1,-0.022988,Neither,0.49726754767745507
820,Wolfville,13,0.100985,Neither,0.4972321229947846
821,Woman and Artist,1,0.436107,Neither,0.5093599506817522
822,Against Odds A Detective Story,13,0.234759,Neither,0.5057897794534584
823,Won By the Sword a tale of the Thirty Years War,0,0.277486,Neither,0.48488762473188474
824,Wulf the Saxon A Story of the Norman Conquest,0,0.184689,Neither,0.4824551088340415
825,Young Barbarians,3,0.384264,Neither,0.513928225903173
826,Young Blood,3,0.125425,Neither,0.5004795888015039
827,Young Lives,5,0.595518,Neither,0.510287253393032
828,Young Tom Bowling The Boys of the British Navy,0,0.339645,Neither,0.540215802746537
829,Ziska The Problem of a Wicked Soul,126,0.365175,Neither,0.5475335531321329
830,Zoraida Romance of the Harem and the Great Sahara,3,-0.138905,Neither,0.5599541220856545
831,Agatha Webb,163,0.010764,Neither,0.5044709234496993
832,Aletta A Tale of the Boer Invasion,1,0.088954,Neither,0.5323192876992003
833,All's Well or Alice's Victory,3,0.279274,Neither,0.5134939371177165
834,Almayer's Folly,1240,-0.076583,Neither,0.5262574873217875
835,Amethyst,0,0.3735,Neither,0.500727321155084
836,A Change of Air,1,0.267011,Neither,0.5063243195754924
837,Amusement Only,10,0.090073,Neither,0.4683080360059052
838,An African Millionaire Episodes in the Life of the Illustrious Colonel Clay,114,0.235712,Neither,0.5382463236408842
839,An American Girl in London,0,0.349703,Neither,0.5150452268913924
840,An Artist in Crime,0,0.229548,Neither,0.4763363737926548
841,An Englishwoman's Love Letters,12,0.371289,Bestsellers,0.49538455565477346
842,An Interloper,1,0.044711,Neither,0.5135193380313005
843,An Isle in the Water,5,0.091219,Neither,0.5044758580570099
844,An Outcast of the Islands,679,-0.101784,Canonical novels,0.5243836740986261
845,Annie o' the Banks o' Dee,0,0.177171,Neither,0.5359384523117867
846,April's Lady A Novel,9,0.097719,Neither,0.508482174873869
